(1, 12)	6.690920230065326e-64 9.711625155702758e-60 1.016955610084775e-55 7.682739495062733e-52 4.187301612385572e-48 1.646479801016883e-44 4.670706694952705e-41 9.559007679173708e-38 1.411390048684202e-34 1.5034372883779531e-31 1.1553873540506991e-28 6.405808155366695e-26 2.562266344750895e-23 7.39398631177162e-21 1.5393488026008897e-18 2.3120619157833264e-16 2.5053355897601528e-14 1.958557749400634e-12 1.1046148594653365e-10 4.494583018772267e-09 1.3193862629621258e-07 2.79420673643e-06 4.269225930180512e-05 0.00047059116317752967 0.003742332943679135 0.02147064561119566 0.08886931046189271 0.2653765496599641 0.5717119919910498 0.8885790843161614 0.9963659946523628 0.8060198424016682 0.4704100543245152 0.19806670817505792 0.0601658972730098 0.01318540086577278 0.002084684338760943 0.00023778874544031907 1.9567994305053874e-05 1.1617304076529168e-06 4.97586313751388e-08 1.5375722132492856e-09 3.4277302977974394e-11 5.512921271648103e-13 6.396773358175756e-15 5.354811195602986e-17 3.2339357526305446e-19 1.4090377823738477e-21 4.429124776850732e-24 1.0044243162129254e-26 1.6433139677084007e-29 1.9396702337615121e-32 1.6517308546364458e-35 1.0147397844073408e-38 4.497530530124307e-42 1.4381281200826326e-45 3.317607943986315e-49 5.52149358864139e-53 6.629673002187524e-57 5.7429054978199424e-61 3.589014868185269e-65 1.6181652521086061e-69 5.263498585153304e-74 1.235179786547909e-78 2.0911725391276757e-83 2.554192259316174e-88 2.2507192609081297e-93 1.4308466680092837e-98 6.562493578106839e-104 2.171444392744617e-109 5.1836128640676285e-115 8.927306212332365e-121 1.1092063065349827e-126 9.942789719474573e-133 6.429959018574669e-139 2.999937323085892e-145 1.0097646979044178e-151 2.452066315871155e-158 4.2958416606292163e-165 5.429606365284417e-172 4.950994582461746e-179 3.257021180568715e-186 1.5457979977203444e-193 5.292841928676088e-201 1.3074621744224271e-208 2.330093608927431e-216 2.9958607966705184e-224 2.778906387625495e-232 1.8596457849879753e-240 8.978226739573522e-249 3.1271947901726587e-257 7.858204465063635e-266 1.4246091891227837e-274 1.863254522025114e-283 1.7581367516093756e-292 1.1968428972625493e-301 5.877947017031e-311 2.0825e-320 0.0 0.0
(1, 13)	6.690920230065326e-64 9.711625155702758e-60 1.016955610084775e-55 7.682739495062733e-52 4.187301612385572e-48 1.646479801016883e-44 4.670706694952705e-41 9.559007679173708e-38 1.411390048684202e-34 1.5034372883779531e-31 1.1553873540506991e-28 6.405808155366695e-26 2.562266344750895e-23 7.39398631177162e-21 1.5393488026008897e-18 2.3120619157833264e-16 2.5053355897601528e-14 1.958557749400634e-12 1.1046148594653365e-10 4.494583018772267e-09 1.3193862629621258e-07 2.79420673643e-06 4.269225930180512e-05 0.00047059116317752967 0.003742332943679135 0.02147064561119566 0.08886931046189271 0.2653765496599641 0.5717119919910498 0.8885790843161614 0.9963659946523628 0.8060198424016682 0.4704100543245152 0.19806670817505792 0.0601658972730098 0.01318540086577278 0.002084684338760943 0.00023778874544031907 1.9567994305053874e-05 1.1617304076529168e-06 4.97586313751388e-08 1.5375722132492856e-09 3.4277302977974394e-11 5.512921271648103e-13 6.396773358175756e-15 5.354811195602986e-17 3.2339357526305446e-19 1.4090377823738477e-21 4.429124776850732e-24 1.0044243162129254e-26 1.6433139677084007e-29 1.9396702337615121e-32 1.6517308546364458e-35 1.0147397844073408e-38 4.497530530124307e-42 1.4381281200826326e-45 3.317607943986315e-49 5.52149358864139e-53 6.629673002187524e-57 5.7429054978199424e-61 3.589014868185269e-65 1.6181652521086061e-69 5.263498585153304e-74 1.235179786547909e-78 2.0911725391276757e-83 2.554192259316174e-88 2.2507192609081297e-93 1.4308466680092837e-98 6.562493578106839e-104 2.171444392744617e-109 5.1836128640676285e-115 8.927306212332365e-121 1.1092063065349827e-126 9.942789719474573e-133 6.429959018574669e-139 2.999937323085892e-145 1.0097646979044178e-151 2.452066315871155e-158 4.2958416606292163e-165 5.429606365284417e-172 4.950994582461746e-179 3.257021180568715e-186 1.5457979977203444e-193 5.292841928676088e-201 1.3074621744224271e-208 2.330093608927431e-216 2.9958607966705184e-224 2.778906387625495e-232 1.8596457849879753e-240 8.978226739573522e-249 3.1271947901726587e-257 7.858204465063635e-266 1.4246091891227837e-274 1.863254522025114e-283 1.7581367516093756e-292 1.1968428972625493e-301 5.877947017031e-311 2.0825e-320 0.0 0.0
(1, 9)	6.690920230065326e-64 9.711625155702758e-60 1.016955610084775e-55 7.682739495062733e-52 4.187301612385572e-48 1.646479801016883e-44 4.670706694952705e-41 9.559007679173708e-38 1.411390048684202e-34 1.5034372883779531e-31 1.1553873540506991e-28 6.405808155366695e-26 2.562266344750895e-23 7.39398631177162e-21 1.5393488026008897e-18 2.3120619157833264e-16 2.5053355897601528e-14 1.958557749400634e-12 1.1046148594653365e-10 4.494583018772267e-09 1.3193862629621258e-07 2.79420673643e-06 4.269225930180512e-05 0.00047059116317752967 0.003742332943679135 0.02147064561119566 0.08886931046189271 0.2653765496599641 0.5717119919910498 0.8885790843161614 0.9963659946523628 0.8060198424016682 0.4704100543245152 0.19806670817505792 0.0601658972730098 0.01318540086577278 0.002084684338760943 0.00023778874544031907 1.9567994305053874e-05 1.1617304076529168e-06 4.97586313751388e-08 1.5375722132492856e-09 3.4277302977974394e-11 5.512921271648103e-13 6.396773358175756e-15 5.354811195602986e-17 3.2339357526305446e-19 1.4090377823738477e-21 4.429124776850732e-24 1.0044243162129254e-26 1.6433139677084007e-29 1.9396702337615121e-32 1.6517308546364458e-35 1.0147397844073408e-38 4.497530530124307e-42 1.4381281200826326e-45 3.317607943986315e-49 5.52149358864139e-53 6.629673002187524e-57 5.7429054978199424e-61 3.589014868185269e-65 1.6181652521086061e-69 5.263498585153304e-74 1.235179786547909e-78 2.0911725391276757e-83 2.554192259316174e-88 2.2507192609081297e-93 1.4308466680092837e-98 6.562493578106839e-104 2.171444392744617e-109 5.1836128640676285e-115 8.927306212332365e-121 1.1092063065349827e-126 9.942789719474573e-133 6.429959018574669e-139 2.999937323085892e-145 1.0097646979044178e-151 2.452066315871155e-158 4.2958416606292163e-165 5.429606365284417e-172 4.950994582461746e-179 3.257021180568715e-186 1.5457979977203444e-193 5.292841928676088e-201 1.3074621744224271e-208 2.330093608927431e-216 2.9958607966705184e-224 2.778906387625495e-232 1.8596457849879753e-240 8.978226739573522e-249 3.1271947901726587e-257 7.858204465063635e-266 1.4246091891227837e-274 1.863254522025114e-283 1.7581367516093756e-292 1.1968428972625493e-301 5.877947017031e-311 2.0825e-320 0.0 0.0
(1, 8)	6.690920230065326e-64 9.711625155702758e-60 1.016955610084775e-55 7.682739495062733e-52 4.187301612385572e-48 1.646479801016883e-44 4.670706694952705e-41 9.559007679173708e-38 1.411390048684202e-34 1.5034372883779531e-31 1.1553873540506991e-28 6.405808155366695e-26 2.562266344750895e-23 7.39398631177162e-21 1.5393488026008897e-18 2.3120619157833264e-16 2.5053355897601528e-14 1.958557749400634e-12 1.1046148594653365e-10 4.494583018772267e-09 1.3193862629621258e-07 2.79420673643e-06 4.269225930180512e-05 0.00047059116317752967 0.003742332943679135 0.02147064561119566 0.08886931046189271 0.2653765496599641 0.5717119919910498 0.8885790843161614 0.9963659946523628 0.8060198424016682 0.4704100543245152 0.19806670817505792 0.0601658972730098 0.01318540086577278 0.002084684338760943 0.00023778874544031907 1.9567994305053874e-05 1.1617304076529168e-06 4.97586313751388e-08 1.5375722132492856e-09 3.4277302977974394e-11 5.512921271648103e-13 6.396773358175756e-15 5.354811195602986e-17 3.2339357526305446e-19 1.4090377823738477e-21 4.429124776850732e-24 1.0044243162129254e-26 1.6433139677084007e-29 1.9396702337615121e-32 1.6517308546364458e-35 1.0147397844073408e-38 4.497530530124307e-42 1.4381281200826326e-45 3.317607943986315e-49 5.52149358864139e-53 6.629673002187524e-57 5.7429054978199424e-61 3.589014868185269e-65 1.6181652521086061e-69 5.263498585153304e-74 1.235179786547909e-78 2.0911725391276757e-83 2.554192259316174e-88 2.2507192609081297e-93 1.4308466680092837e-98 6.562493578106839e-104 2.171444392744617e-109 5.1836128640676285e-115 8.927306212332365e-121 1.1092063065349827e-126 9.942789719474573e-133 6.429959018574669e-139 2.999937323085892e-145 1.0097646979044178e-151 2.452066315871155e-158 4.2958416606292163e-165 5.429606365284417e-172 4.950994582461746e-179 3.257021180568715e-186 1.5457979977203444e-193 5.292841928676088e-201 1.3074621744224271e-208 2.330093608927431e-216 2.9958607966705184e-224 2.778906387625495e-232 1.8596457849879753e-240 8.978226739573522e-249 3.1271947901726587e-257 7.858204465063635e-266 1.4246091891227837e-274 1.863254522025114e-283 1.7581367516093756e-292 1.1968428972625493e-301 5.877947017031e-311 2.0825e-320 0.0 0.0
(1, 4)	6.690920230065326e-64 9.711625155702758e-60 1.016955610084775e-55 7.682739495062733e-52 4.187301612385572e-48 1.646479801016883e-44 4.670706694952705e-41 9.559007679173708e-38 1.411390048684202e-34 1.5034372883779531e-31 1.1553873540506991e-28 6.405808155366695e-26 2.562266344750895e-23 7.39398631177162e-21 1.5393488026008897e-18 2.3120619157833264e-16 2.5053355897601528e-14 1.958557749400634e-12 1.1046148594653365e-10 4.494583018772267e-09 1.3193862629621258e-07 2.79420673643e-06 4.269225930180512e-05 0.00047059116317752967 0.003742332943679135 0.02147064561119566 0.08886931046189271 0.2653765496599641 0.5717119919910498 0.8885790843161614 0.9963659946523628 0.8060198424016682 0.4704100543245152 0.19806670817505792 0.0601658972730098 0.01318540086577278 0.002084684338760943 0.00023778874544031907 1.9567994305053874e-05 1.1617304076529168e-06 4.97586313751388e-08 1.5375722132492856e-09 3.4277302977974394e-11 5.512921271648103e-13 6.396773358175756e-15 5.354811195602986e-17 3.2339357526305446e-19 1.4090377823738477e-21 4.429124776850732e-24 1.0044243162129254e-26 1.6433139677084007e-29 1.9396702337615121e-32 1.6517308546364458e-35 1.0147397844073408e-38 4.497530530124307e-42 1.4381281200826326e-45 3.317607943986315e-49 5.52149358864139e-53 6.629673002187524e-57 5.7429054978199424e-61 3.589014868185269e-65 1.6181652521086061e-69 5.263498585153304e-74 1.235179786547909e-78 2.0911725391276757e-83 2.554192259316174e-88 2.2507192609081297e-93 1.4308466680092837e-98 6.562493578106839e-104 2.171444392744617e-109 5.1836128640676285e-115 8.927306212332365e-121 1.1092063065349827e-126 9.942789719474573e-133 6.429959018574669e-139 2.999937323085892e-145 1.0097646979044178e-151 2.452066315871155e-158 4.2958416606292163e-165 5.429606365284417e-172 4.950994582461746e-179 3.257021180568715e-186 1.5457979977203444e-193 5.292841928676088e-201 1.3074621744224271e-208 2.330093608927431e-216 2.9958607966705184e-224 2.778906387625495e-232 1.8596457849879753e-240 8.978226739573522e-249 3.1271947901726587e-257 7.858204465063635e-266 1.4246091891227837e-274 1.863254522025114e-283 1.7581367516093756e-292 1.1968428972625493e-301 5.877947017031e-311 2.0825e-320 0.0 0.0
(1, 6)	6.690920230065326e-64 9.711625155702758e-60 1.016955610084775e-55 7.682739495062733e-52 4.187301612385572e-48 1.646479801016883e-44 4.670706694952705e-41 9.559007679173708e-38 1.411390048684202e-34 1.5034372883779531e-31 1.1553873540506991e-28 6.405808155366695e-26 2.562266344750895e-23 7.39398631177162e-21 1.5393488026008897e-18 2.3120619157833264e-16 2.5053355897601528e-14 1.958557749400634e-12 1.1046148594653365e-10 4.494583018772267e-09 1.3193862629621258e-07 2.79420673643e-06 4.269225930180512e-05 0.00047059116317752967 0.003742332943679135 0.02147064561119566 0.08886931046189271 0.2653765496599641 0.5717119919910498 0.8885790843161614 0.9963659946523628 0.8060198424016682 0.4704100543245152 0.19806670817505792 0.0601658972730098 0.01318540086577278 0.002084684338760943 0.00023778874544031907 1.9567994305053874e-05 1.1617304076529168e-06 4.97586313751388e-08 1.5375722132492856e-09 3.4277302977974394e-11 5.512921271648103e-13 6.396773358175756e-15 5.354811195602986e-17 3.2339357526305446e-19 1.4090377823738477e-21 4.429124776850732e-24 1.0044243162129254e-26 1.6433139677084007e-29 1.9396702337615121e-32 1.6517308546364458e-35 1.0147397844073408e-38 4.497530530124307e-42 1.4381281200826326e-45 3.317607943986315e-49 5.52149358864139e-53 6.629673002187524e-57 5.7429054978199424e-61 3.589014868185269e-65 1.6181652521086061e-69 5.263498585153304e-74 1.235179786547909e-78 2.0911725391276757e-83 2.554192259316174e-88 2.2507192609081297e-93 1.4308466680092837e-98 6.562493578106839e-104 2.171444392744617e-109 5.1836128640676285e-115 8.927306212332365e-121 1.1092063065349827e-126 9.942789719474573e-133 6.429959018574669e-139 2.999937323085892e-145 1.0097646979044178e-151 2.452066315871155e-158 4.2958416606292163e-165 5.429606365284417e-172 4.950994582461746e-179 3.257021180568715e-186 1.5457979977203444e-193 5.292841928676088e-201 1.3074621744224271e-208 2.330093608927431e-216 2.9958607966705184e-224 2.778906387625495e-232 1.8596457849879753e-240 8.978226739573522e-249 3.1271947901726587e-257 7.858204465063635e-266 1.4246091891227837e-274 1.863254522025114e-283 1.7581367516093756e-292 1.1968428972625493e-301 5.877947017031e-311 2.0825e-320 0.0 0.0
(2, 13)	6.690920230065326e-64 9.711625155702758e-60 1.016955610084775e-55 7.682739495062733e-52 4.187301612385572e-48 1.646479801016883e-44 4.670706694952705e-41 9.559007679173708e-38 1.411390048684202e-34 1.5034372883779531e-31 1.1553873540506991e-28 6.405808155366695e-26 2.562266344750895e-23 7.39398631177162e-21 1.5393488026008897e-18 2.3120619157833264e-16 2.5053355897601528e-14 1.958557749400634e-12 1.1046148594653365e-10 4.494583018772267e-09 1.3193862629621258e-07 2.79420673643e-06 4.269225930180512e-05 0.00047059116317752967 0.003742332943679135 0.02147064561119566 0.08886931046189271 0.2653765496599641 0.5717119919910498 0.8885790843161614 0.9963659946523628 0.8060198424016682 0.4704100543245152 0.19806670817505792 0.0601658972730098 0.01318540086577278 0.002084684338760943 0.00023778874544031907 1.9567994305053874e-05 1.1617304076529168e-06 4.97586313751388e-08 1.5375722132492856e-09 3.4277302977974394e-11 5.512921271648103e-13 6.396773358175756e-15 5.354811195602986e-17 3.2339357526305446e-19 1.4090377823738477e-21 4.429124776850732e-24 1.0044243162129254e-26 1.6433139677084007e-29 1.9396702337615121e-32 1.6517308546364458e-35 1.0147397844073408e-38 4.497530530124307e-42 1.4381281200826326e-45 3.317607943986315e-49 5.52149358864139e-53 6.629673002187524e-57 5.7429054978199424e-61 3.589014868185269e-65 1.6181652521086061e-69 5.263498585153304e-74 1.235179786547909e-78 2.0911725391276757e-83 2.554192259316174e-88 2.2507192609081297e-93 1.4308466680092837e-98 6.562493578106839e-104 2.171444392744617e-109 5.1836128640676285e-115 8.927306212332365e-121 1.1092063065349827e-126 9.942789719474573e-133 6.429959018574669e-139 2.999937323085892e-145 1.0097646979044178e-151 2.452066315871155e-158 4.2958416606292163e-165 5.429606365284417e-172 4.950994582461746e-179 3.257021180568715e-186 1.5457979977203444e-193 5.292841928676088e-201 1.3074621744224271e-208 2.330093608927431e-216 2.9958607966705184e-224 2.778906387625495e-232 1.8596457849879753e-240 8.978226739573522e-249 3.1271947901726587e-257 7.858204465063635e-266 1.4246091891227837e-274 1.863254522025114e-283 1.7581367516093756e-292 1.1968428972625493e-301 5.877947017031e-311 2.0825e-320 0.0 0.0
(2, 12)	6.690920230065326e-64 9.711625155702758e-60 1.016955610084775e-55 7.682739495062733e-52 4.187301612385572e-48 1.646479801016883e-44 4.670706694952705e-41 9.559007679173708e-38 1.411390048684202e-34 1.5034372883779531e-31 1.1553873540506991e-28 6.405808155366695e-26 2.562266344750895e-23 7.39398631177162e-21 1.5393488026008897e-18 2.3120619157833264e-16 2.5053355897601528e-14 1.958557749400634e-12 1.1046148594653365e-10 4.494583018772267e-09 1.3193862629621258e-07 2.79420673643e-06 4.269225930180512e-05 0.00047059116317752967 0.003742332943679135 0.02147064561119566 0.08886931046189271 0.2653765496599641 0.5717119919910498 0.8885790843161614 0.9963659946523628 0.8060198424016682 0.4704100543245152 0.19806670817505792 0.0601658972730098 0.01318540086577278 0.002084684338760943 0.00023778874544031907 1.9567994305053874e-05 1.1617304076529168e-06 4.97586313751388e-08 1.5375722132492856e-09 3.4277302977974394e-11 5.512921271648103e-13 6.396773358175756e-15 5.354811195602986e-17 3.2339357526305446e-19 1.4090377823738477e-21 4.429124776850732e-24 1.0044243162129254e-26 1.6433139677084007e-29 1.9396702337615121e-32 1.6517308546364458e-35 1.0147397844073408e-38 4.497530530124307e-42 1.4381281200826326e-45 3.317607943986315e-49 5.52149358864139e-53 6.629673002187524e-57 5.7429054978199424e-61 3.589014868185269e-65 1.6181652521086061e-69 5.263498585153304e-74 1.235179786547909e-78 2.0911725391276757e-83 2.554192259316174e-88 2.2507192609081297e-93 1.4308466680092837e-98 6.562493578106839e-104 2.171444392744617e-109 5.1836128640676285e-115 8.927306212332365e-121 1.1092063065349827e-126 9.942789719474573e-133 6.429959018574669e-139 2.999937323085892e-145 1.0097646979044178e-151 2.452066315871155e-158 4.2958416606292163e-165 5.429606365284417e-172 4.950994582461746e-179 3.257021180568715e-186 1.5457979977203444e-193 5.292841928676088e-201 1.3074621744224271e-208 2.330093608927431e-216 2.9958607966705184e-224 2.778906387625495e-232 1.8596457849879753e-240 8.978226739573522e-249 3.1271947901726587e-257 7.858204465063635e-266 1.4246091891227837e-274 1.863254522025114e-283 1.7581367516093756e-292 1.1968428972625493e-301 5.877947017031e-311 2.0825e-320 0.0 0.0
(2, 11)	6.690920230065326e-64 9.711625155702758e-60 1.016955610084775e-55 7.682739495062733e-52 4.187301612385572e-48 1.646479801016883e-44 4.670706694952705e-41 9.559007679173708e-38 1.411390048684202e-34 1.5034372883779531e-31 1.1553873540506991e-28 6.405808155366695e-26 2.562266344750895e-23 7.39398631177162e-21 1.5393488026008897e-18 2.3120619157833264e-16 2.5053355897601528e-14 1.958557749400634e-12 1.1046148594653365e-10 4.494583018772267e-09 1.3193862629621258e-07 2.79420673643e-06 4.269225930180512e-05 0.00047059116317752967 0.003742332943679135 0.02147064561119566 0.08886931046189271 0.2653765496599641 0.5717119919910498 0.8885790843161614 0.9963659946523628 0.8060198424016682 0.4704100543245152 0.19806670817505792 0.0601658972730098 0.01318540086577278 0.002084684338760943 0.00023778874544031907 1.9567994305053874e-05 1.1617304076529168e-06 4.97586313751388e-08 1.5375722132492856e-09 3.4277302977974394e-11 5.512921271648103e-13 6.396773358175756e-15 5.354811195602986e-17 3.2339357526305446e-19 1.4090377823738477e-21 4.429124776850732e-24 1.0044243162129254e-26 1.6433139677084007e-29 1.9396702337615121e-32 1.6517308546364458e-35 1.0147397844073408e-38 4.497530530124307e-42 1.4381281200826326e-45 3.317607943986315e-49 5.52149358864139e-53 6.629673002187524e-57 5.7429054978199424e-61 3.589014868185269e-65 1.6181652521086061e-69 5.263498585153304e-74 1.235179786547909e-78 2.0911725391276757e-83 2.554192259316174e-88 2.2507192609081297e-93 1.4308466680092837e-98 6.562493578106839e-104 2.171444392744617e-109 5.1836128640676285e-115 8.927306212332365e-121 1.1092063065349827e-126 9.942789719474573e-133 6.429959018574669e-139 2.999937323085892e-145 1.0097646979044178e-151 2.452066315871155e-158 4.2958416606292163e-165 5.429606365284417e-172 4.950994582461746e-179 3.257021180568715e-186 1.5457979977203444e-193 5.292841928676088e-201 1.3074621744224271e-208 2.330093608927431e-216 2.9958607966705184e-224 2.778906387625495e-232 1.8596457849879753e-240 8.978226739573522e-249 3.1271947901726587e-257 7.858204465063635e-266 1.4246091891227837e-274 1.863254522025114e-283 1.7581367516093756e-292 1.1968428972625493e-301 5.877947017031e-311 2.0825e-320 0.0 0.0
(2, 10)	6.690920230065326e-64 9.711625155702758e-60 1.016955610084775e-55 7.682739495062733e-52 4.187301612385572e-48 1.646479801016883e-44 4.670706694952705e-41 9.559007679173708e-38 1.411390048684202e-34 1.5034372883779531e-31 1.1553873540506991e-28 6.405808155366695e-26 2.562266344750895e-23 7.39398631177162e-21 1.5393488026008897e-18 2.3120619157833264e-16 2.5053355897601528e-14 1.958557749400634e-12 1.1046148594653365e-10 4.494583018772267e-09 1.3193862629621258e-07 2.79420673643e-06 4.269225930180512e-05 0.00047059116317752967 0.003742332943679135 0.02147064561119566 0.08886931046189271 0.2653765496599641 0.5717119919910498 0.8885790843161614 0.9963659946523628 0.8060198424016682 0.4704100543245152 0.19806670817505792 0.0601658972730098 0.01318540086577278 0.002084684338760943 0.00023778874544031907 1.9567994305053874e-05 1.1617304076529168e-06 4.97586313751388e-08 1.5375722132492856e-09 3.4277302977974394e-11 5.512921271648103e-13 6.396773358175756e-15 5.354811195602986e-17 3.2339357526305446e-19 1.4090377823738477e-21 4.429124776850732e-24 1.0044243162129254e-26 1.6433139677084007e-29 1.9396702337615121e-32 1.6517308546364458e-35 1.0147397844073408e-38 4.497530530124307e-42 1.4381281200826326e-45 3.317607943986315e-49 5.52149358864139e-53 6.629673002187524e-57 5.7429054978199424e-61 3.589014868185269e-65 1.6181652521086061e-69 5.263498585153304e-74 1.235179786547909e-78 2.0911725391276757e-83 2.554192259316174e-88 2.2507192609081297e-93 1.4308466680092837e-98 6.562493578106839e-104 2.171444392744617e-109 5.1836128640676285e-115 8.927306212332365e-121 1.1092063065349827e-126 9.942789719474573e-133 6.429959018574669e-139 2.999937323085892e-145 1.0097646979044178e-151 2.452066315871155e-158 4.2958416606292163e-165 5.429606365284417e-172 4.950994582461746e-179 3.257021180568715e-186 1.5457979977203444e-193 5.292841928676088e-201 1.3074621744224271e-208 2.330093608927431e-216 2.9958607966705184e-224 2.778906387625495e-232 1.8596457849879753e-240 8.978226739573522e-249 3.1271947901726587e-257 7.858204465063635e-266 1.4246091891227837e-274 1.863254522025114e-283 1.7581367516093756e-292 1.1968428972625493e-301 5.877947017031e-311 2.0825e-320 0.0 0.0
(2, 14)	6.690920230065326e-64 9.711625155702758e-60 1.016955610084775e-55 7.682739495062733e-52 4.187301612385572e-48 1.646479801016883e-44 4.670706694952705e-41 9.559007679173708e-38 1.411390048684202e-34 1.5034372883779531e-31 1.1553873540506991e-28 6.405808155366695e-26 2.562266344750895e-23 7.39398631177162e-21 1.5393488026008897e-18 2.3120619157833264e-16 2.5053355897601528e-14 1.958557749400634e-12 1.1046148594653365e-10 4.494583018772267e-09 1.3193862629621258e-07 2.79420673643e-06 4.269225930180512e-05 0.00047059116317752967 0.003742332943679135 0.02147064561119566 0.08886931046189271 0.2653765496599641 0.5717119919910498 0.8885790843161614 0.9963659946523628 0.8060198424016682 0.4704100543245152 0.19806670817505792 0.0601658972730098 0.01318540086577278 0.002084684338760943 0.00023778874544031907 1.9567994305053874e-05 1.1617304076529168e-06 4.97586313751388e-08 1.5375722132492856e-09 3.4277302977974394e-11 5.512921271648103e-13 6.396773358175756e-15 5.354811195602986e-17 3.2339357526305446e-19 1.4090377823738477e-21 4.429124776850732e-24 1.0044243162129254e-26 1.6433139677084007e-29 1.9396702337615121e-32 1.6517308546364458e-35 1.0147397844073408e-38 4.497530530124307e-42 1.4381281200826326e-45 3.317607943986315e-49 5.52149358864139e-53 6.629673002187524e-57 5.7429054978199424e-61 3.589014868185269e-65 1.6181652521086061e-69 5.263498585153304e-74 1.235179786547909e-78 2.0911725391276757e-83 2.554192259316174e-88 2.2507192609081297e-93 1.4308466680092837e-98 6.562493578106839e-104 2.171444392744617e-109 5.1836128640676285e-115 8.927306212332365e-121 1.1092063065349827e-126 9.942789719474573e-133 6.429959018574669e-139 2.999937323085892e-145 1.0097646979044178e-151 2.452066315871155e-158 4.2958416606292163e-165 5.429606365284417e-172 4.950994582461746e-179 3.257021180568715e-186 1.5457979977203444e-193 5.292841928676088e-201 1.3074621744224271e-208 2.330093608927431e-216 2.9958607966705184e-224 2.778906387625495e-232 1.8596457849879753e-240 8.978226739573522e-249 3.1271947901726587e-257 7.858204465063635e-266 1.4246091891227837e-274 1.863254522025114e-283 1.7581367516093756e-292 1.1968428972625493e-301 5.877947017031e-311 2.0825e-320 0.0 0.0
